path,ok,ocr
A13820111556173000001_001_201805.jpg,False,CUT LANZE CACI APIN GOOGLE
A13820111556173000001_002_201805.jpg,True,O STAL SAZA COID NE VT OX OSTIS LOUER STUT LEPLLES DLZRAN GOOGLE
A13820111556173000001_003_201805.jpg,True,A LOUER NERDLSETS LMBILLER DA 4 28 220
A13820111556173000001_004_201805.jpg,False,SOOGES DOB 02016 GOOGY COON
A14421101421159000001_001_201805.jpg,False,51 BOULEVARD DES NATIONS UNIES LA PLAINESURMEN DE LOIRE PAYS GOOGLE VIEW 2018 STREET MAI RUE BERNLER GES
A14421101421159000001_002_201805.jpg,False,51 BOULEVARD DES NATIONS UNIES 0 X LA PLAINESUR DE MER PAYS LOIRE GOOGLE STREET VIEW 2018 MAI GOOGIE O2015 RUE BERNLER IGES
A14421101421159000001_003_201805.jpg,False,RUE DE BERNIER DGES GOOGLE
A15010009101083000001_001_201807.jpg,False,GOOGLE
A15010009101083000001_002_201807.jpg,False,F SET
A15010009101083000001_003_201807.jpg,True,VENER VEND ZZZ 4 P 9 3EO D
A15452111354444000001_001_201608.jpg,False,IDECOR
A15612859103988000001_001_201709.jpg,False,ANNDRE ETOTN AFLA BER PLSES MISAGISTE GOOGLE
A15612859103988000001_002_201709.jpg,True,VENDRE ME SOEUR 0297 OO10 2A COILLUN ARINA CAROLE OZOINGN VISAGISTE VOPINE BAIN 2800 COUPE CAOS COIFFAGE 029TZA079
A15730091484160000001_002_201805.jpg,False,GOOGLE WLOTB AZCHEZ D AMB NANCES DUBASSIN HOUILLER 003 87 81 03 ASA
A15730091484160000001_003_201805.jpg,False,
A15730091484160000001_004_201805.jpg,False,I
A15920809101778000001_001_201809.jpg,False,D630 CAMBRAI HAUTS DEFRANCE GOOGLE STREET VIEW 2018 SEPT WAD GHOOS ENCOURTSANTE OLLE TOTAL ACCESS MOT CENTRE BATTERIE DE LA E SAE
A15953051900660000001_001_201808.jpg,False,ULO LCL GOOGLE
A15953051900660000001_002_201808.jpg,True,EGRAND VENDRE
A15953769101001000002_001_201808.jpg,False,GOOGLE
A15953769101001000002_002_201808.jpg,False,COLLEGE D AUTS DEFRANCE GLE ET VIEW AOUT 2018 9A 96 S GOOGLE DATE 2019 DE AMAGE GOOGIE
A15966071764341000001_002_201810.jpg,False,ICE OCT 2018 W
A15966071764341000001_003_201810.jpg,False,LW Z
A15966071764341000001_004_201810.jpg,False,ATTS JOS 3OK S SAE UO RKA MEMEPASFR ENI ID 0 30 306 GOOGLE
A16220111298662000001_001_201806.jpg,False,GOOGLE
A16220111298662000001_002_201806.jpg,False,AGSS OUER SUNN
A16220111298662000001_003_201806.jpg,False,IN
A17530111328946000001_001_201807.jpg,False,AAGAP PERSONNALISTE DAMICILO LASSISTANCE 49 98 29 G0 O1 CONCLLE S RECRULENENT GDL
A17534959103840000003_001_201709.jpg,False,CHINOIS GRILLADES NAENS SCON ANTILLES BERT 16 OS IRLOLAOIL SAA GOOGLE
A17534959103840000003_002_201709.jpg,True,40 PAUL BERT RUE LLEDEFRANCE SAINT OUEN GOOGLE STREET VIEW SEPT 2017 MEUBLES ET OBIA LOUER NCIENS CHNEIS 33ET41 01266171 UL TEL O1 11 05 16 BO ANTILLE LAMES GON CS VKA SOUE SOSAL NEAC EL MS MALA CHAS E PE RART SAA IN RIE LANT LECUYER ACULTE DE MEDECINE INIVERSITE PARIS DIDERO 2019 DATE 201 7 FRANCE CONDITIONS SIGNALER PRO IMAGE UN 0G58
A17534959103840000003_003_201709.jpg,True,1 RUE PAUL BERT 9 AINT LLEDEFRANCE OUEN GOOGLE STREET VIEW SEPT 2017 OER GOOILO KIA ANS Z GARANTIE SASE ACT CHINOIS 1N INCIENS OBALOUER ET MEUBIES UL AOS AN BOKIT 33ET 16 05 11 40 O1 LAMBIS TEL S WAA SECAE METT LECUYER MEDECINE E DE SITE PARIS DIDERO DATE LIMAGE AA
A17611081453110000001_002_201806.jpg,True,O OA A LOUER
A17611081453110000001_003_201806.jpg,True,LOUER LOCAUX ALOUER OREI VESEE BRIARDE GERANCE LA T0 60 80
A17611081453110000001_004_201806.jpg,True,GOLE LOUER FONCITRC DU LOCAUXA U AIS A ORPI 98 SL 51 47 06 ARRUFAT ALEANDRE ENTREPRISES COCCS SODOTN T BRIARDE GERANCE LA 10 30 18 60 01 S
A17910009109804000001_002_201807.jpg,True,JUIL STREET VIEW 2018 D S LOCATION PARKINGS 2A0717 9 005 IAEEIE ASRE AC DELAIS GA AAE
A17910009109804000001_003_201807.jpg,False,LES FERRY VELLEAQUITAINE GLE JUIL EET VIEW 2018 COTGNAIL GELAIS GOOGLE
A17910009109804000001_004_201807.jpg,False,FERRY S X RELLE AQUITAINE LE JUIL ET VIEW 2018 EGELAIS GOOGLE
A17910009109804000001_005_201807.jpg,True,JULES 4 RUE FERRY 9 S X NIORT NOUVELLE AQUITAINE GOOGLE JUIL STREET VIEW 2018 UESCLIN LOCTE BESSAC NG SGELAIS
A18010959100030000001_001_201806.jpg,False,GOOGLE
A18010959100030000001_002_201806.jpg,True,STREET VIEW 2018 JUIN DOCIE VENDRE DELAAE LNDEE CO7ZAZ61 SOS RM2 TOTAL
A18010959100030000001_003_201806.jpg,True,AVENDRE TRU NIAS GOOGLE
A18010959100030000001_004_201806.jpg,False,GOOGLE LIMAGE DATE DE JUIN 2018 C 2019 FRA
A18420989101886000001_001_201506.jpg,True,E LOUER BIDES O EO S D IS
A18721049110146000001_002_201810.jpg,True,COURS GAY LUSSAC NOUVELLE AQUITAINE MOGES GOOGLE STREET VIEW OCT 2018 LOUER  SSA VIAP CE SNEZ O PETITES ANNONCES INIO HORAIRES DOUVERTURE LLD T WE DA SEE B OT E A SE INL P TNEO CCD 62 557784 05 ED SU SO IDIS DUAGED JAN BENEDIC IMOGES
A18721049110146000001_003_201810.jpg,True,ROISGN COURS GAY LUSSAC X NOUVELLEAQUITAINE IMOGES GOOGLE STREET VIEW 2018 S OCT LOUER SSN VIAP N O D PETTES ANNONCES DS DUAGET BENEDIC INED EES OP
A18721919105053000003_001_201809.jpg,True,VENDRE A OOOSE SS
A18814111537815000001_001_201606.jpg,True,CAMPAGNARD LE RESTAURANT HOTEL BAR LOCAUX DISPONIBLES 65 05 O5 29 3A AL DIS1 LS LES JARDINS EN TE COALE
A18814111537815000001_002_201606.jpg,False,DISPONIBLES OS 55 O5 29 30
A20213081401990000001_001_201810.jpg,True,PLACE DU BROUAGE CHAUNY HAUTS DEFRANCE GOOGLE STREET VIEW OCT 2018 CYCLES IBKX CYCLOMOTEURS SCOOTERS DEPLET S SUNE VENDU E OE OLOR OROLON O CHARLES D588
A21033009100001000001_001_201507.jpg,False,EU EDG UE DGGE BAR SEINE GRAND EST SUR GOOGLE STREET VIEW JUIL 2015 DETENEM BUNAN
A21111989100579000004_001_201811.jpg,False,STE SCURIE SALLE CUNNST FECWRIE R ST AU RA NT GOOGLE
A21111989100579000004_002_201811.jpg,True,CARCASSONNE OCCITANIE GOOGLE STREET VIEW 2018 NOV VENDRE A PARTICULIER HOTEL COUTIPES 50 31 80 68 OA CSMI SAINT LECWRI RUE VOLTAIRE D119 PERRUTE DE METZ S RAME Y
A21111989100579000004_003_201811.jpg,False,8 OUNER P ECURIE SALLE CLINATISE ORE LECWRE AU RA R ST NT FORMULE 19OG COOSE CRASS CN E
A21111989100579000004_004_201811.jpg,False,STREET VIEW 2018 NOV SALNT OLTAIRE RUE D119 DE G METZ RUEADA RCEAU RAME GOOGLE MA F
A22230009115291000002_001_201804.jpg,True,15 AVENUE ERNEST RENAN LANNION BRETAGNE GOOGLE STREET VIEW 2018 AVL VENDRE  LA CARREFOUR CITY AAL S EY E
A22900071583426000002_001_201806.jpg,True,ECUMES SAVEURS DE DGLOUE IOOUN GOOGLE
A22900071583426000002_002_201806.jpg,False,D ECUMES SAVEURS DE RIOIONAUX PLODITS OLO OASRA GCE
A22900071583426000002_003_201806.jpg,True,E LOUER 50C S SNZ 0
A23021031100034000001_001_201407.jpg,False,RNON E
A23021031100034000001_002_201407.jpg,False,
A23021031100034000001_003_201407.jpg,False,GOOGLE
A23021031100034000001_004_201407.jpg,False,GOOGLE
A23125659282905000006_001_201904.jpg,False,WOLG NC PA COUCMAND 05 61233047 BATON ASE EAATE SCOPER S GOOGLE
A23125659282905000006_002_201904.jpg,False,ASTOSSE SUY LAON LZOE  O OSABSAL GOOGLE
A23125659282905000006_003_201904.jpg,True,E X PARIBAS BEAUNE RECHERCHE T BNP  BA 41Y206 46H 92 ERIALE GOUGK NTERIALE INTERIOLE ARCIAL A LOUER DEUENC 47 NON 06 21 16 2 9 C LE LECAC
A23542071517102000002_002_201804.jpg,True,BLN OOT RVICE RAPDD HYDRA ULIQUE LEON D LOUER A NEUES CANATD
A23725111283813000001_001_201803.jpg,False,X PIRE GOOGILE 1B O20 90 CE RANSAXIA FRANCE TRANSAXIA IMNSAXA EZOMIWS GOOGLE
A24210101526632000001_001_200903.jpg,True,LOUER RTG O LO CON 15  GOOGLE
A24210101526632000001_002_200903.jpg,True,GOOGLE STREET VIEW 2009 MARS EMNEMD ANSET A EXPRESSIONS LOUER GIC OO D2010 ORA RTG 18 48 QO S
A24210101526632000001_003_200903.jpg,False,MAOIG GOCHE SENTS GOOGLE GOOALE
A24210101526632000001_004_200903.jpg,True,LOUER RTG 04 74 90 48 18 TOS
A25110029109043000004_001_201808.jpg,True,19 AVENUE LEUROPE DE X CHATEAU THIERRY HAUTSDEFRANCE GOOGLE STREET VIEW AOUT 2018 LOUER TER 51 20 NE LOUE BASICE LUN A MENLS GOURMUAND KARANTA PIZZAS SANDWICHS SALADES BURGERS CREPES GLACIER IAES CE OE CA RUE
A25110029109043000004_002_201808.jpg,True,19 AVENUE DE IEUROPE X CHATEAU THIERRY HAUTS DEFRANCE GOOGLE AOUT STREET VIEW 2018 OCAS SLOUER TEL 06 E 51 29 O5 SOLE S LOUE NNS UN BSIE MENLC GOURMND KARANTA LSED 8 GO PIZZAS SANDWICHS SALADES BURGERS ROEE  CREPES GLACIER CIRA RUE INTERM SUPER DATE 2019 FRANCE CONDITIONS SIGNALER PROBLEME IMAGE
A25110029109043000004_003_201808.jpg,True,22 AVENUE LEUROPE DE X CHATEAU THIERRY HAUTSDEFRANCE GOOGLE 2018 STREET VIEW AOUT SAN BASTDE BWN C JME FRICATROU MEDICAL CONFORT CUMATISATION LE DOSSNADL KARANTA PROFESSIONNELS PARTICULIERS MATERIEL LOCATION VENTE CNA RUE 19
A25110101494463000002_002_201710.jpg,False,AGATHE LE DUSEES UU ONGLES RESTINE GEL TON O 219624 26 081 TEL XUNS MINS EKS PEDS C DKS DE OUER S BOULANGIN GOOGLE
A25610049107361000001_002_201806.jpg,False,CLUBY FITNESS BASON FORME REMISE EN DE CENTRE 1999E 20RA CAE
A26010039103088000001_001_201306.jpg,False,GROUPAMA GOOGLE
A26010039103088000001_002_201306.jpg,False,GROUPAMA MECANAURE E TEN 5A 50
A26222999109910000001_001_201304.jpg,True,LOUTD LOUEH
A26222999109910000001_002_201304.jpg,False,
A26222999109910000001_003_201304.jpg,False,
A26222999109910000001_004_201304.jpg,False,
A26222999109910000001_005_201304.jpg,False,GOOGLE
A26232989103056000001_001_201507.jpg,False,PMU TABAC BLANC MAG ET MEOE COLL ALA HAVANE GOOGLE
A26232989103056000001_002_201805.jpg,False,COLULEURS BLANC ET PRESSE NG OULUD GRANOE NA CIIN DE CACS GE LANS POOR VUES COUELIES OLAE OUTEE LIE GOE COURENTURE COUAT FOE PIS SE GOOGLE DATE LRIMA DLE
A27620039102178000001_001_201810.jpg,True,PACHA QUCOUTERCE AEAUR ALOUER LOCALEOON OG 77921 10 TEL GOOGLE
A27620039102178000001_002_201810.jpg,True,LOUER LOCAL BUREAUX A 200 M OU COMMERCE NEOOKH TELS 06 75 79 21 14 L GOOGLE
A27620039102178000001_003_201810.jpg,False,
A27623041570949000001_001_201407.jpg,False,GOOGLE
A27623041570949000001_002_201407.jpg,True,LOUER A GARAGE 65 97 29 0235
A27720101482013000002_002_200810.jpg,True,LOCAUX DISPONIBLES CONM 5 CENTURY 2 21 59 G0 01 COOGE
A28324989110734000001_001_201807.jpg,False,DOAL DM BJOUTER FABRICANT GOOS AOLS GOOGLE
A28324989110734000001_002_201807.jpg,True,ROUTE GRENOBLE DE NELES COTE BAINS PROVENCE ALPES DAZUR GOOGLE STREET VIEW JUILL 2018 S CASH DR A CR AAHRICAN FA 10 FOT DES ALLES 70 SOUA SALACEDER BOULEV CENTRE AQUA EAUX C LES SUP
A28612029104421000003_001_201809.jpg,False,BERTRAND FRAM VOVAGES GOOGLE
A28612029104421000003_002_201809.jpg,True,6 RUE CARNOT NOUVELLE LOUDUN AQUITAINE GOOGLE STREET VIEW SEPT 2018 E BERTRAND VOYAGES FRAM FRAN LOVER ARREE CAF SOUA
A37537929102647000003_001_201807.jpg,True,EFRANCE JUILT 2018 GOOGLE LOUES AROUE PETT AG DU AL BOUCHERIE ROBINSON BOULANG C DUPETIT ROE CHNASSUEINS DELTA SPECIALLTES SEA OPO PORTUGAT DELTS 09 97 39 66 69 ROK RESTAURANT TOLAILLES OTISERIE TRAL SUE CHARCUTERIN TRAITEUR POAN
G9107A001079340001A14722919101553000001_002_201608.jpg,False,PEON ENIO GOOGLE
G9107A001079340001A14722919101553000001_003_201608.jpg,True,LOUTE OOEALE GOOGLE
G9107A001379740001A03459921311821000005_002_201806.jpg,False,TE
G9107A001379740001A03459921311821000005_003_201806.jpg,True,EANN A LOUER ONGAISS 15
G9107A001379740001A03459921311821000005_004_201806.jpg,False,M MINB
G9107A001379740001A03459921311821000005_005_201806.jpg,False,OBECILF ENC DOLEICILE C GOOGLE
G9107A001379740001A03459921311821000005_006_201806.jpg,False,GOOGLE DATE DE TIM
G9107A001986711044A06309111209792000003_001_201806.jpg,True,GOO RS ALOUER 0137A15 5A LL AGON GOOGLE NO LO
G9107A001986711044A06309111209792000003_002_201806.jpg,False,GOOGLE GOO0 02015
G9107A002399520002A26330909102881000003_001_201805.jpg,False,GOOGLE
G9107A002399520002A26330909102881000003_002_201805.jpg,True,LOUER
G9107A002596271000A13810061432842000004_001_201406.jpg,False,KOTCHAR CULUM GOOGLE
G9107A002596271000A13810061432842000004_002_201406.jpg,False,ART KOTCH CHO EATA TATS CE OEOTS GOOALE MUSEE DE GREN
G9107A002596271000A13810061432842000004_003_201406.jpg,False,ES ALS S SREE EE 40 RUE SAINT LAURENT X GRENOBLE AUVERGNE RHONEALPES GOOGLE 2014 STREET VIEW JUIN NIUAI TOTCHAR ALO MUSEE DE GREN D59D PROBLE DATE LIMAGE G 2019 FRANCE CONDITIONS SIGNALER UN
G9107A002596271000A13810061432842000004_004_201406.jpg,False,TN LOO VE
G9107A002596271000A13810061432842000004_005_201406.jpg,False,T Y SES CLS ORENRAS D O L AICHARI GOOGLE
G9107A002596271000A13810061432842000004_006_201406.jpg,False,S SIREE VLEN JULN ZUIA UGGE VERAIE RA GOOG DLONS
G9107A003373780003A06276971371059000002_001_201808.jpg,False,GOOGLE
G9107A003373780003A06276971371059000002_002_201808.jpg,True,ALOUER
G9107A003373780003A06276971371059000002_003_201808.jpg,False,
G9107A004131001002A07203081524708000003_001_201808.jpg,False,Y OLS B IN SGOOGLE GOUGS GOOGA BLUNG PLUS TARD ELER LIRE
G9107A004290840001A18721869104070000009_001_201810.jpg,False,LENS GOOGLE
G9107A004290840001A18721869104070000009_002_201810.jpg,False,ES GOOGLE
G9107A004290840001A18721869104070000009_003_201810.jpg,False,GOOUD SE GOOGLE
G9107A004696551001A14610051930742000002_001_201306.jpg,True,LOUE ICL PROMOBAT GOOGLE
G9107A004696551001A14610051930742000002_002_201306.jpg,True,LOUER A 21 90 TU  05 S GOOGLE 2019 SIANALER DATE DE RIMACE 2013 0 GOOALE FRANCE CONDITIONS DROB UIN UN
G9107A005003690004A06648949105163000004_001_201711.jpg,False,BUR LO N TO DE TAN AND TRIT GOOGLE DATE
G9107A005003690004A06648949105163000004_002_201711.jpg,False,BUR LO PATO CAN AUND TRITZ GOOS GOOGLE DATE DE LIMA
G9107A005211490001A11410919119384000001_002_201808.jpg,True,LOUE ORPI TOPIMNONUER 91295 600 0A
G9107A005211490001A11410919119384000001_003_201808.jpg,True,LOUE ORPI IMNONUER TOE 91295 600 0A CADUCEE LE 8 TE GOOGLE
G9107A005799300001A17122959101560000003_001_201809.jpg,True,VENDRE A O D IN OVRIC GOOGLE
G9107A005799300001A17122959101560000003_002_201809.jpg,True,VENDRE A O 7 22 12 ISANALE VA RIN MD PEAL D EZOTRIMYAT GATEN CUNER CH
G9107A005799300001A17122959101560000003_003_201809.jpg,True,GOOGLE STREET VIEW 2018 SEPT VENDRE A O1 79 22 1 32
G9107A005931340001A21032899101488000003_001_201506.jpg,False,GOOGLE
G9107A005931340001A21032899101488000003_002_201506.jpg,False,OAD
G9107A005931340001A21032899101488000003_003_201506.jpg,False,
G9107A005931340001A21032899101488000003_004_201506.jpg,False,ARNDRE
G9107A007116971004A04714091301088000001_001_201607.jpg,False,GOOGLE
G9107A007116971004A04714091301088000001_002_201607.jpg,False,LA
G9107A008222230001A18721911336907000008_002_201810.jpg,False,
G9107A008565541001A27620121402635000001_001_201605.jpg,False,10 GOOGLE
G9107A008565541001A27620121402635000001_002_201605.jpg,False,GOOLA A
G9107A008565541001A27620121402635000001_003_201605.jpg,False,
G9107A008565541001A27620121402635000001_004_201605.jpg,False,
G9107A009433030001A18721921425152000011_002_201810.jpg,False,ROIS
G9107A012198661000A02706131240830000002_001_201809.jpg,False,EVREUX NORMANDIE GOOGLE STREET VIEW 2018 SEPT
G9107A012271530004A13153909102846000002_001_201810.jpg,False,STREET VIEW OCT 2018
G9107A012314970007A03525999104113000002_002_201805.jpg,False,T8 GOOGT
G9107A012418611064A06244121215165000002_001_201009.jpg,False,DEVELOPPER LATERAL LE PANNEAU LUTS DEFRANCE GOOGLE STREET 2010 VIEW SEPT PARIS TOUQUET BUE DE MOUTREUU
G9107A012418611064A06244121215165000002_002_201009.jpg,False,S 5 GOOGLE
G9107A012418611064A06244121215165000002_003_201009.jpg,True,GOOTIN VENDRE A ROHERVAL AGENCE DOULD UOEN UC T 02 566 TEL
G9107A012418611089A06244121373337000004_001_201608.jpg,False,GOOGLE
G9107A012418611089A06244121373337000004_002_201805.jpg,False,BOULEVARD EDMOND LABRASSE CUCQ HAUTS DEFRANCE GOOGLE STREET VIEW 2018 MAR STL
G9107A012505270001A20213819100777000002_001_201208.jpg,False,GOOGLE
G9107A012600020007A06339981460273000008_001_201805.jpg,False,S T GOOGLE
G9107A012600020007A06339981460273000008_002_201805.jpg,False,GTOLD
G9107A014574530001A07578931415285000004_002_201806.jpg,True,LOUER EG FETARE LOCAL COMNLIACIAL DT TOON 06 09 TA 7 SUD CHALLENGER ANE X CEAD GOOGLE
